query_index	selectivity	bucket	centroid_margin	truth_list_count	nprobe_50	nprobe_90	nprobe_95	nprobe_100	maximum_truth_list_rank	nprobe	truth_list_recall	candidates_visited	matching_candidates	database_fraction
7	0.006713333333333333	rare	0.016776145	9	20	65	85	85	85	128	1.0	18095	258	0.060316666666666664
7	0.006713333333333333	rare	0.016776145	9	20	65	85	85	85	192	1.0	27712	363	0.09237333333333334
7	0.006713333333333333	rare	0.016776145	9	20	65	85	85	85	256	1.0	39313	452	0.13104333333333334
7	0.006713333333333333	rare	0.016776145	9	20	65	85	85	85	384	1.0	63302	649	0.21100666666666668
7	0.006713333333333333	rare	0.016776145	9	20	65	85	85	85	512	1.0	89511	794	0.29837
7	0.006713333333333333	rare	0.016776145	9	20	65	85	85	85	576	1.0	102682	883	0.3422733333333333
7	0.006713333333333333	rare	0.016776145	9	20	65	85	85	85	768	1.0	138852	1082	0.46284
7	0.006713333333333333	rare	0.016776145	9	20	65	85	85	85	1024	1.0	191175	1332	0.63725
7	0.006713333333333333	rare	0.016776145	9	20	65	85	85	85	1152	1.0	218709	1552	0.72903
7	0.006713333333333333	rare	0.016776145	9	20	65	85	85	85	1536	1.0	300000	2014	1.0
8	0.2908733333333333	broad	0.007517338	6	2	12	16	16	16	1	0.3	226	93	0.0007533333333333333
8	0.2908733333333333	broad	0.007517338	6	2	12	16	16	16	2	0.5	370	131	0.0012333333333333332
8	0.2908733333333333	broad	0.007517338	6	2	12	16	16	16	4	0.7	606	203	0.00202
8	0.2908733333333333	broad	0.007517338	6	2	12	16	16	16	8	0.8	1402	466	0.004673333333333333
8	0.2908733333333333	broad	0.007517338	6	2	12	16	16	16	16	1.0	2298	747	0.00766
8	0.2908733333333333	broad	0.007517338	6	2	12	16	16	16	32	1.0	4239	1369	0.01413
8	0.2908733333333333	broad	0.007517338	6	2	12	16	16	16	64	1.0	8290	2697	0.027633333333333333
8	0.2908733333333333	broad	0.007517338	6	2	12	16	16	16	128	1.0	17729	5818	0.059096666666666665
8	0.2908733333333333	broad	0.007517338	6	2	12	16	16	16	192	1.0	27227	9366	0.09075666666666667
8	0.2908733333333333	broad	0.007517338	6	2	12	16	16	16	256	1.0	36666	12550	0.12222
